Date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
01/01/2000,7.3,3.1,9,1.8,,,2.3,,1024.5,
02/01/2000,9.5,8,11,,,225,11.6,,1025.2,
03/01/2000,9.4,5.6,11.2,2,,233,16.8,,1018.5,
04/01/2000,5.7,2.8,9.5,3.8,,,,,1014.8,
05/01/2000,7.1,1.9,,,,,,,,
06/01/2000,8.8,,,,,,,,,
07/01/2000,8.8,5.7,11.2,,,217,17.6,,1017.2,
08/01/2000,8.3,5.5,10.3,,,241,16.3,,1016.4,
09/01/2000,2.9,,7.2,,,,,,,
10/01/2000,1.3,-5.2,6.8,0,,,5.7,,,
11/01/2000,8.9,7.4,10.1,,,213,16.7,,1032.4,
12/01/2000,7.3,5.3,8.3,1.5,,207,23.2,,1023.4,
13/01/2000,4.7,2.3,6.4,2.5,,290,13.8,,1015.2,
14/01/2000,4,1.9,5.9,0.8,,350,11.6,,1022.9,
15/01/2000,5.2,3.3,6.7,,,36,12.7,,1036.4,
16/01/2000,4.6,3.4,6.7,,,323,7.5,,1040.2,
17/01/2000,5,2,8.8,,,289,11.4,,1037.6,
18/01/2000,6.6,3.8,8.1,,,322,13,,1034.9,
19/01/2000,6.1,4.1,7,0.8,,4,11.5,,1036.8,
20/01/2000,4.2,2.1,5.3,,,275,11.1,,1034.5,
21/01/2000,6.3,5.1,8.7,,,292,12.5,,1032.4,
22/01/2000,5.4,3.8,7.3,1.8,,303,20.6,,1020.1,
23/01/2000,3.6,0.7,6.6,1.5,,344,14.7,,1024.2,
24/01/2000,3.7,2.3,4.8,,,7,8.5,,1025.1,
25/01/2000,3.9,1.9,5.7,,,250,7.7,,1029.1,
26/01/2000,4.6,3.1,7.2,,,253,9.9,,1032.4,
27/01/2000,3,1.2,6.3,,,250,11.8,,1029.4,
28/01/2000,5.9,1.6,8.9,,,239,21.6,,1014.7,
29/01/2000,11.5,8.5,13.1,,,252,31.7,,1000,
30/01/2000,12,11.1,13.1,1.5,,252,26.8,,1012.6,
31/01/2000,11.7,10.8,13,1.5,,242,24,,1019.9,
01/02/2000,10,9.4,10.8,0.8,,206,19.1,,1015.1,
02/02/2000,7.9,4.9,9.8,,,295,15.1,,1021.1,
03/02/2000,7.5,5.7,9.2,,,243,13,,1033.2,
04/02/2000,9.7,8.1,11.3,1.5,,234,20.6,,1031.6,
05/02/2000,9.2,7.5,11.9,,,224,15.1,,1026.2,
06/02/2000,10.5,8.5,12,,,221,17.6,,1015.9,
07/02/2000,8.6,6.3,11.5,5.1,,236,22.8,,1010.2,
08/02/2000,9,5,13.7,1.8,,255,27.7,,1006,
09/02/2000,7.3,3.6,10.9,,,251,19.9,,1022.2,
10/02/2000,7,2.5,9.4,4.8,,249,25.1,,1015.5,
11/02/2000,6.7,3.2,10.3,,,240,14.5,,1027,
12/02/2000,7.9,6.6,9.3,5.8,,238,21.3,,1017.7,
13/02/2000,7.6,6,9.1,,,284,13.1,,1019.9,
14/02/2000,3.8,-3.6,9.7,,,,8.7,,,
15/02/2000,7.5,5.7,9.1,0.8,,246,16,,1013,
16/02/2000,4.4,1.8,8,,,271,26.8,,1004.3,
17/02/2000,5.1,1.4,8.4,,,272,15.3,,1010.5,
18/02/2000,9.3,7,10.8,2.8,,256,20.3,,1002.4,
19/02/2000,6.6,4.5,8,0.8,,324,15.6,,1014.9,
20/02/2000,3.1,-2.6,9.5,,,,3.1,,1029.7,
21/02/2000,6.1,2.8,10,0.5,,,9,,,
22/02/2000,6.9,3.8,10.2,,,146,8,,1023.8,
23/02/2000,9.3,6.3,11.6,1.5,,189,11.4,,,
24/02/2000,10.3,7.2,12.2,1.8,,239,14.4,,1020.2,
25/02/2000,5.5,2,10.1,,,266,8.3,,1027.6,
26/02/2000,7.5,4.1,10.3,,,215,10.8,,1028.6,
27/02/2000,10.7,9.1,12,1.5,,212,24.6,,1015.7,
28/02/2000,8.8,6.7,10.6,5.6,,241,23,,1009.7,
29/02/2000,7.8,5.5,10.1,7.9,,,,,,
01/03/2000,5.7,,9.3,0.8,,,,,,
02/03/2000,7.5,3.6,10.8,,,240,21.5,,1016.2,
03/03/2000,8.8,4.7,11.1,8.1,,282,25.4,,1006.9,
04/03/2000,4.5,1.5,7.3,,,293,16.4,,1026.7,
05/03/2000,6.2,2.7,9.6,,,251,13.3,,1031.9,
06/03/2000,8.8,5.8,11.3,,,233,16.8,,1026.7,
07/03/2000,11.6,9,14,1.5,,257,24.6,,,
08/03/2000,12.5,10.9,14.5,1.5,,244,23.7,,,
09/03/2000,13.6,12.2,16.5,,,271,22.5,,1024.9,
10/03/2000,11.4,8.3,13.8,,,244,16.4,,1026.5,
11/03/2000,10.7,8.4,13,,,295,15.6,,1022.1,
12/03/2000,10.3,6.5,14.3,,,266,10,,1026.2,
13/03/2000,9.5,3.3,13.9,,,242,7.7,,1026.4,
14/03/2000,10.5,6.6,13.1,,,284,22.1,,1024.3,
15/03/2000,8.2,4.1,12.3,,,293,15.5,,1033.6,
16/03/2000,9.5,6.9,11.8,,,291,12.7,,1034.1,
17/03/2000,9.2,8.2,10.2,,,318,10.2,,1034.2,
18/03/2000,8.3,,,,,,,,,
19/03/2000,7.5,4,11.9,,,47,11,,1035.8,
20/03/2000,7.6,1.8,13.9,,,,,,,
21/03/2000,8.7,4.8,14.1,,,86,10.2,,1022.2,
22/03/2000,8.5,3,16,,,,1,,1016.6,
23/03/2000,10,4.5,14.6,,,,11.1,,1010.6,
24/03/2000,10.3,7.1,14.4,2.8,,206,12.7,,1006.5,
25/03/2000,8.7,5.9,11.9,3,,215,13.9,,1009.3,
26/03/2000,6.3,1.6,11.2,,,,,,,
27/03/2000,6.4,4.3,9.4,2,,14,16.8,,1013.6,
28/03/2000,5.6,4.8,7.3,1.8,,29,20.4,,1020.5,
29/03/2000,5.7,4.2,7.1,1.8,,41,21.8,,1017.3,
30/03/2000,6.7,5.5,8.3,1.5,,30,15.3,,1014.4,
31/03/2000,7.3,5.3,10,,,41,7.6,,1007.5,
01/04/2000,8.2,5.2,12.4,0.8,,178,9.8,,1001,
02/04/2000,10.8,8.6,14.1,,,149,12.8,,997.3,
03/04/2000,8,4.6,10,19.8,,34,17.9,,989.1,
04/04/2000,3.2,1.9,4.4,15,,1,22.8,,998,
05/04/2000,5.5,2.5,9.6,1.5,,11,19.6,,1016.3,
06/04/2000,5.7,0.3,10.6,,,62,13.6,,,
07/04/2000,8.1,-0.2,15.1,,,,7.4,,1033,
08/04/2000,9.8,2,17.3,,,,4.6,,,
09/04/2000,9.8,6.3,14.8,4.8,,49,21.3,,1014.1,
10/04/2000,8,4.3,11.6,,,63,16.3,,1014.1,
11/04/2000,6.4,5,8.1,6.9,,203,9.9,,993.9,
12/04/2000,4.4,2.9,6.9,4.3,,239,13.2,,983.7,
13/04/2000,5.9,4,9.5,5.1,,273,13.5,,989.9,
14/04/2000,6.7,4,10.2,,,352,9.3,,,
15/04/2000,4.8,3.9,5.9,13.2,,13,19,,993.9,
16/04/2000,8.1,3.6,13.5,,,139,12.1,,995.9,
17/04/2000,9.4,6.9,12.4,6.1,,201,21,,993,
18/04/2000,10.3,7.5,13.7,,,189,13.2,,1001.4,
19/04/2000,12.3,8.3,17.5,,,194,12.2,,1006.1,
20/04/2000,13,11.4,14.7,,,191,15.3,,1005.7,
21/04/2000,11.9,,15.5,1.3,,,,,,
22/04/2000,11.4,,15.8,0.5,,,,,,
23/04/2000,11.4,7.2,15.1,,,230,8.5,,1010,
24/04/2000,10.4,5.8,15.3,1.5,,,,,,
25/04/2000,13,10.9,15.5,5.8,,171,15.5,,1005.4,
26/04/2000,12.4,10.6,16,4.1,,178,10.1,,1005,
27/04/2000,12.9,9.9,17.5,,,147,10.8,,1009.2,
28/04/2000,11.8,10.2,13,1.5,,43,10.6,,1007.5,
29/04/2000,14.5,10.2,19.7,,,212,11,,1014.1,
30/04/2000,12.5,11,14.5,,,59,8.8,,1021.9,
01/05/2000,12.2,7.8,15.8,,,47,13.7,,1023.9,
02/05/2000,10.9,8.7,14.3,,,48,16.5,,1025.4,
03/05/2000,9.8,8.5,11.4,0.8,,38,16.5,,1024,
04/05/2000,10,8.2,12.1,1.5,,45,16.5,,1022.4,
05/05/2000,12.5,7.3,19.3,,,40,19.4,,1017.2,
06/05/2000,16.8,9.4,25.5,,,60,12.2,,1012.5,
07/05/2000,18.3,14.2,22.5,,,66,9.9,,1014.3,
08/05/2000,14.9,10.4,18.6,0.8,,40,8.4,,1017,
09/05/2000,16.2,11.6,22.1,,,16,7.9,,1018.2,
10/05/2000,15,12.5,16.7,,,41,13.6,,1017.6,
11/05/2000,13.4,10.9,17.8,8.1,,38,20.5,,1018.3,
12/05/2000,13.9,9,18.5,1.5,,60,12,,1020.5,
13/05/2000,18.8,15,24.4,,,126,6.7,,1021.2,
14/05/2000,20.8,15.6,26.2,,,157,8.1,,1022.4,
15/05/2000,21.1,15.4,26.6,,,,9.6,,1017.6,
16/05/2000,17.8,11.7,22.4,,,,15.6,,1010.8,
17/05/2000,12.9,11.5,16,1.5,,240,26.1,,1008.9,
18/05/2000,11.1,7.2,15.5,9.1,,262,16.2,,,
19/05/2000,11.4,9,13.9,2.8,,275,16.7,,1008,
20/05/2000,12.5,8.1,16.7,,,242,10.5,,1012,
21/05/2000,11.7,8.4,16,13,,267,9.4,,,
22/05/2000,14.5,10,18.8,,,242,14.2,,1014.4,
23/05/2000,13.2,11.6,14.3,2.8,,,,,,
24/05/2000,13.3,9.3,17.5,1.8,,207,10.7,,1011.8,
25/05/2000,12.1,9.3,16.1,7.1,,273,21.4,,1010.7,
26/05/2000,12.1,10.7,14.2,15.7,,162,11.6,,1008.5,
27/05/2000,10.8,7.5,13.8,6.1,,231,24,,1005.4,
28/05/2000,9.8,6.1,13.8,17,,280,21.2,,1001.4,
29/05/2000,12,7.6,16.6,3.8,,252,14.9,,1012.6,
30/05/2000,13.2,10.6,15.3,1.5,,135,7.8,,1013.1,
31/05/2000,14.4,9.2,19.1,,,198,9.4,,1018,
01/06/2000,14.7,13.1,18,1.3,,221,18.2,,1016.1,
02/06/2000,16.2,13.3,19.5,,,231,13.7,,1017.4,
03/06/2000,18.9,13.5,25.2,,,200,8,,1016.5,
04/06/2000,16.2,13.3,18.6,,,244,14.4,,1016.5,
05/06/2000,13.9,11.4,16.3,,,,8,,1018.8,
06/06/2000,14.9,12.3,18.6,,,255,13.2,,1019.7,
07/06/2000,15.8,11.1,21.8,,,242,10.7,,1023.5,
08/06/2000,17.7,12.5,22.3,,,161,16.8,,1015.1,
09/06/2000,17.4,14.2,19.5,,,162,10.7,,1008.7,
10/06/2000,15.4,11.3,20.3,,,245,14.2,,1016.3,
11/06/2000,15.5,12.2,19.4,,,254,17.5,,1017.9,
12/06/2000,18.7,13.2,25.3,,,235,18.5,,1023.2,
13/06/2000,17.9,14.4,22.1,,,253,20.3,,1024.7,
14/06/2000,18.2,15.7,21.6,,,243,17.8,,1023.2,
15/06/2000,17.9,15.7,21.2,,,263,12.9,,1025.1,
16/06/2000,18.1,15.2,21.6,,,93,10.1,,1026.9,
17/06/2000,20.3,,25.9,,,,,,,
18/06/2000,25,18.6,31,,,153,11.6,,1022,
19/06/2000,26.2,22.1,32.2,,,194,12.7,,1014.5,
20/06/2000,18.2,15.2,21.3,,,220,11.3,,1012.6,
21/06/2000,17.5,15.1,19,1.5,,215,21,,1009.3,
22/06/2000,15.6,13.9,18.5,0.8,,220,21.7,,1010.5,
23/06/2000,15,12.2,17.6,2.8,,270,20.1,,1015.9,
24/06/2000,12,9.2,14.9,,,292,14.1,,1018.4,
25/06/2000,14.4,10.3,18,,,333,5.7,,,
26/06/2000,15.5,12.7,18.5,1.5,,122,8.1,,1024.8,
27/06/2000,17.7,13.1,22.3,,,150,7.8,,1023.1,
28/06/2000,17.4,15.3,20.7,,,124,8.5,,1020.6,
29/06/2000,16.6,14.2,19.2,,,199,8.9,,1020.4,
30/06/2000,16.1,14.1,19.5,8.1,,90,12,,1015,
01/07/2000,17.9,15.1,21.9,0.5,,168,8.3,,1009.2,
02/07/2000,18.1,13.7,22.8,1.5,,232,8.6,,1009.8,
03/07/2000,19.8,16.3,24.8,0.8,,242,8.8,,1009.1,
04/07/2000,16.3,,18.3,,,,,,,
05/07/2000,15.3,13.7,17.1,17,,10,8.6,,1012.5,
06/07/2000,18,14.7,22.6,,,125,9.1,,1018,
07/07/2000,15,12.1,16.9,,,33,17.7,,1018.6,
08/07/2000,15,12.4,17.6,1.3,,265,14.4,,1016.7,
09/07/2000,15.3,13.6,17.5,9.7,,232,15.6,,999,
10/07/2000,13.5,12.3,15.6,10.4,,276,18.8,,992.4,
11/07/2000,12.9,11,16,0.8,,316,15.3,,1005.5,
12/07/2000,14.6,10.2,19.2,,,247,13.2,,1014.2,
13/07/2000,16.3,14.5,20.6,6.1,,262,15,,1010.9,
14/07/2000,14.9,13.4,16.3,3.8,,288,19.2,,1011.1,
15/07/2000,13.8,,,,,,,,,
16/07/2000,13.9,9.8,18.2,,,,8.4,,,
17/07/2000,17.1,12.2,21.6,,,35,6.2,,1019.6,
18/07/2000,17.4,9.5,24.7,,,296,6.2,,1020.6,
19/07/2000,18.3,11.2,24.6,,,317,9.3,,1021,
20/07/2000,20.8,16.8,25.3,,,339,9.5,,1022.4,
21/07/2000,19.5,15.8,24.8,,,74,11.2,,1025,
22/07/2000,16,13.1,20.2,,,58,18.5,,1022.2,
23/07/2000,15.2,12.6,17.9,1.5,,57,18.7,,1016.1,
24/07/2000,14.4,12.9,16.5,1.5,,27,15.1,,1010,
25/07/2000,15.7,12.8,18.4,,,67,7.3,,1007.9,
26/07/2000,18.8,15.1,23.4,,,213,8.1,,1009.6,
27/07/2000,19.7,16.4,24.2,,,228,10,,1012.5,
28/07/2000,18.2,15.7,21,5.8,,246,12,,1013.5,
29/07/2000,19.5,15.1,24.7,,,261,11.9,,1016.3,
30/07/2000,19.9,15.4,24.3,,,255,10.6,,1021.2,
31/07/2000,21.4,17.8,25.2,,,230,11.8,,1021.4,
01/08/2000,19,13.6,24.3,,,218,12.4,,,
02/08/2000,17.9,14.7,22.6,,,227,16.7,,1013.8,
03/08/2000,15.9,14.5,18.9,7.1,,264,11.7,,1014.1,
04/08/2000,17.9,14.9,22,,,325,11.7,,1022.1,
05/08/2000,19.1,14.9,23.9,,,281,8.4,,1024.5,
06/08/2000,20.8,17.6,24.1,,,285,12,,1024.5,
07/08/2000,20.6,18.1,23.7,,,305,11.9,,1023.8,
08/08/2000,19.6,18,21.6,6.9,,229,6.1,,1021,
09/08/2000,19.5,16.4,23.1,,,200,11.6,,1018.6,
10/08/2000,19.9,16.9,24.7,,,266,14.8,,,
11/08/2000,19.7,15.1,25.3,,,274,3.8,,,
12/08/2000,19.9,11.7,27,,,209,7.2,,,
13/08/2000,18.6,14.2,24.5,,,192,7.7,,1015.1,
14/08/2000,19.8,17.7,23.2,1.3,,215,19.8,,,
15/08/2000,18.6,14.7,23.2,,,247,17,,,
16/08/2000,18.7,14.7,23.1,1.5,,,,,,
17/08/2000,17.2,14.4,23,,,235,18,,,
18/08/2000,16.8,13.2,19.7,1.5,,183,10.9,,1011.7,
19/08/2000,18.8,15.9,22.4,1.3,,233,13.3,,1009.9,
20/08/2000,17.8,14.2,21.3,,,101,8.2,,1012.6,
21/08/2000,17,13.3,21.9,,,233,11.7,,1013.8,
22/08/2000,16.2,8.9,23,,,163,7.5,,1019.1,
23/08/2000,18,13.6,22.5,,,69,17.9,,1023.1,
24/08/2000,19.5,13.5,26,,,70,10.9,,1023.4,
25/08/2000,19.7,16.2,23.7,,,73,19.6,,1019.4,
26/08/2000,19.1,17.6,21,6.1,,193,10.6,,1009.9,
27/08/2000,17.2,14.4,21.4,,,239,11.2,,1014,
28/08/2000,16.5,13.4,20.4,1.8,,245,10.6,,1017.4,
29/08/2000,17.3,12.7,21.5,,,254,7.3,,1019.3,
30/08/2000,16.7,12.8,21.4,,,,10.6,,1019.1,
31/08/2000,17.2,13,22.6,,,168,9.4,,1011.1,
01/09/2000,15.6,13.7,18.1,7.1,,234,14.4,,1001.2,
02/09/2000,15.6,13.3,19.5,1.5,,294,13.5,,1006.4,
03/09/2000,13.9,10.1,17.3,,,356,12.1,,1018.9,
04/09/2000,15,10.6,19.8,,,277,8,,1023.3,
05/09/2000,16.4,12.8,20.7,,,219,13.2,,1020.5,
06/09/2000,16.1,12.4,20.5,1.3,,251,18,,1011.2,
07/09/2000,15.8,11.8,19,,,237,13.2,,1014.9,
08/09/2000,18.4,16.8,20.3,,,242,10.8,,,
09/09/2000,18.8,15.9,22.4,1,,245,6.5,,1022.6,
10/09/2000,21.5,17,27,,,220,5.7,,1021.9,
11/09/2000,22.3,17.2,27.9,,,132,9.4,,1014.7,
12/09/2000,18.9,15.9,23.2,,,253,15.7,,1010.8,
13/09/2000,17.9,15.8,21.3,,,241,9.7,,1013.1,
14/09/2000,17.6,14.4,21.5,,,195,11.8,,1013.6,
15/09/2000,16.2,13.9,17.3,25.4,,193,10.8,,1007,
16/09/2000,15,12.5,17.4,5.8,,290,20,,1010.2,
17/09/2000,15.8,13.3,19.6,,,235,10.5,,1011.3,
18/09/2000,14.8,13.1,16.9,,,197,11.7,,1001.8,
19/09/2000,14.2,12.5,16.5,18,,90,9.7,,996.6,
20/09/2000,13.2,10.7,17,6.6,,170,9.4,,1001.7,
21/09/2000,14.7,11.3,18.1,,,148,10.8,,1012.6,
22/09/2000,18.7,15.7,22.5,1.5,,200,11.3,,1017.2,
23/09/2000,19.9,16.9,24.4,,,107,14.3,,1018.1,
24/09/2000,15.8,14,18.2,,,156,10.9,,1014,
25/09/2000,14.4,12.2,18,,,198,10.8,,1018.8,
26/09/2000,17.1,12.1,20.7,2.5,,,,,,
27/09/2000,15.1,12.8,17.8,,,210,17.9,,1010.3,
28/09/2000,16,13.6,19.3,8.1,,199,13.4,,998.7,
29/09/2000,16.2,13.9,19.3,1.3,,130,11.5,,998.6,
30/09/2000,16.3,14.4,19.5,,,153,7.8,,1003.6,
01/10/2000,11.5,5.9,18.5,0.8,,,8.3,,1004.7,
02/10/2000,13.1,10.9,15.3,9.9,,256,16.8,,1005.6,
03/10/2000,14,10.3,16.3,,,198,13,,1016.9,
04/10/2000,13.8,12.4,15.7,,,234,14.6,,1017.7,
05/10/2000,12.4,9.7,15,1.8,,246,15.8,,1016.7,
06/10/2000,10.9,7.7,14.1,,,278,14.1,,1025.1,
07/10/2000,11.1,9.6,13.2,13,,189,8.3,,1021,
08/10/2000,12.9,10.4,14.9,,,264,11.4,,1014.1,
09/10/2000,10.5,7.8,12.4,,,201,13.4,,1002.2,
10/10/2000,9.9,7.3,13,5.1,,237,20.2,,983.7,
11/10/2000,10.4,7.4,14.3,10.9,,219,18.7,,971.7,
12/10/2000,12,10.2,15.1,6.1,,201,7.9,,987.4,
13/10/2000,9.8,5.3,16,,,,2.4,,1007.1,
14/10/2000,11.8,10,13.8,1.5,,209,8.8,,1015.2,
15/10/2000,12.8,10.2,15.5,,,85,6.5,,1012.9,
16/10/2000,11.4,8.5,13.6,,,,10,,1006.3,
17/10/2000,11.2,7.6,15.4,,,225,12.3,,1020.5,
18/10/2000,14.1,12.7,16.7,5.6,,204,11.7,,1014.9,
19/10/2000,10.8,6.8,15.1,,,214,6.8,,1017.6,
20/10/2000,10,4.9,14.4,,,99,5.1,,1013.8,
21/10/2000,10.7,10,11.5,17.5,,,7.5,,1016.5,
22/10/2000,10.9,9.3,13.6,0.8,,120,1.8,,1022.7,
23/10/2000,14,12,16.4,0.8,,207,15.2,,1015.4,
24/10/2000,12,10.7,13.3,1.5,,228,18.3,,1016.9,
25/10/2000,13.3,11.3,14.9,0.8,,242,23.6,,1007.1,
26/10/2000,10.1,6.7,13.5,,,247,17.3,,1013.9,
27/10/2000,13.1,10.2,15.5,3.6,,229,16.6,,1011.7,
28/10/2000,13,9.3,15.7,15.5,,186,19.6,,1004,
29/10/2000,10.9,8.5,13.1,3,,226,25.3,,999.3,
30/10/2000,11,7.9,13.4,34,,224,30,,981.3,
31/10/2000,10.7,9.3,13,1.3,,238,20.6,,989.5,
01/11/2000,8.9,6.5,11.2,0.8,,230,21.5,,994.2,
02/11/2000,7.8,4.4,10.9,11.7,,184,19.3,,987.4,
03/11/2000,8.7,6.9,11.1,,,246,13.1,,993.3,
04/11/2000,5.8,0.7,11.3,,,220,5.9,,1006.2,
05/11/2000,6.6,0.4,11,2.8,,,16.6,,997.7,
06/11/2000,10,9,11.2,26.2,,87,13.2,,971.6,
07/11/2000,8.6,7.7,10.5,2.8,,321,10.8,,,
08/11/2000,8.1,,,,,,,,,
09/11/2000,8.6,7,10.3,1.5,10,250,17.6,,1002.6,
10/11/2000,7.1,3.7,10,,,231,14.1,,1013.6,
11/11/2000,11.4,9.9,13.2,4.8,,209,22.3,,1006.5,
12/11/2000,9.6,7.6,11.3,,,221,13.5,,995.5,
13/11/2000,4.3,-0.1,10.7,,,,4.4,,,
14/11/2000,2.3,-1.1,8.5,,,,1.5,,1002.6,
15/11/2000,2.3,-2.5,7.8,,,,4.7,,1007.7,
16/11/2000,8,3.2,10.4,5.1,,220,14.1,,1002.9,
17/11/2000,6,3.6,8.6,0.8,,253,15,,1010.6,
18/11/2000,9,5.4,11.8,,,226,13.8,,1006.3,
19/11/2000,9,6.1,11.4,2.8,,256,15.5,,995,
20/11/2000,6.2,4.4,7.3,,,221,9.5,,995.6,
21/11/2000,6.1,4.1,10,4.3,,177,13.1,,993.6,
22/11/2000,9.4,7.8,10.8,1,,201,24.8,,994.3,
23/11/2000,6.9,3.3,8.4,,,244,6.6,,,
24/11/2000,6.5,3,9.2,1.3,,195,10.5,,1004,
25/11/2000,9.7,8.2,11,8.1,,190,18.3,,,
26/11/2000,9.2,7.5,10.8,1.5,,241,25,,995.3,
27/11/2000,9.8,7.3,13,,,188,11.6,,1008.2,
28/11/2000,14.1,10.1,15.6,9.7,,194,20.6,,1006.2,
29/11/2000,12.4,10,14.2,2.8,,179,19.2,,1002.4,
30/11/2000,9.8,6.3,,,,,,,,
01/12/2000,11.8,9.9,13.7,8.1,,176,22.1,,1001.9,
02/12/2000,11.1,9.8,12.8,,,204,13.5,,1008.8,
03/12/2000,9.3,6.8,11.4,,,208,13.3,,1013,
04/12/2000,11.8,9.5,13.6,10.9,,189,21.1,,1003.9,
05/12/2000,13,12.2,13.8,2.5,,177,18.6,,1002.4,
06/12/2000,11.4,9.4,12.8,,,185,21,,1003.2,
07/12/2000,9.8,7.8,12.5,1,,114,17.9,,996.9,
08/12/2000,11.5,8.9,14.2,14,,208,24.7,,991.1,
09/12/2000,10,8.8,11.5,1.8,,210,20,,1003.1,
10/12/2000,10.9,10,12.5,8.1,,210,24.5,,1003.7,
11/12/2000,13.6,12.8,14.2,1.8,,217,26.3,,1011.4,
12/12/2000,13.7,12.4,14.4,7.1,,224,19.8,,1006.3,
13/12/2000,11.1,8.9,12.8,4.8,,243,25.7,,1003.9,
14/12/2000,7.5,5.3,9.2,1.3,,250,17.5,,1003.9,
15/12/2000,5.2,3.9,7,,,276,12.9,,1008.8,
16/12/2000,4.1,2.5,5.7,,,250,8.7,,1012.9,
17/12/2000,5.4,4.5,6.7,,,183,8,,1013.4,
18/12/2000,7.1,5.2,8.7,1.3,,81,12.2,,1013.8,
19/12/2000,9.5,7.9,11,3.8,,126,10.2,,1016.3,
20/12/2000,9.5,8.4,10.1,,,122,15.8,,1013.8,
21/12/2000,6.3,3.8,7.8,,,93,12.8,,1016.3,
22/12/2000,5.6,4.8,6.4,,,74,14.6,,1014.9,
23/12/2000,4.6,2.8,5.6,,,103,13.4,,1009.8,
24/12/2000,6,4.8,6.9,6.1,,64,18.3,,1001.1,
25/12/2000,4.1,3,4.6,2.5,,58,26.7,,999.3,
26/12/2000,2.2,1.7,2.7,,,57,23.2,,994,
27/12/2000,2.5,1.7,3.3,,,5,14.7,,993.1,
28/12/2000,1.5,0,3.3,,10,243,12.8,,994.7,
29/12/2000,-0.2,-1.4,2,,10,262,10.8,,999.1,
30/12/2000,0.6,-1.6,3,,,267,12.9,,1007.9,
31/12/2000,2.7,-0.2,5.5,,,158,15.4,,1008,
01/01/2001,9.8,5,12,7.1,,195,17.4,,988.3,
02/01/2001,10.2,9.2,11,6.1,,206,21.3,,983.8,
03/01/2001,7.9,5.2,10.9,0.8,,206,16.5,,996.9,
04/01/2001,9.7,8.4,10.8,9.9,,212,15.7,,989.4,
05/01/2001,7.7,6.9,8.5,3,,274,11.6,,985,
06/01/2001,6.8,5,8.7,,,242,13.4,,998,
07/01/2001,5.9,4.2,7.8,,,243,13.8,,1007.4,
08/01/2001,5.9,3.9,8.1,,,251,14.3,,1013,
09/01/2001,4.8,3.4,6.3,,,114,9.9,,1013.2,
10/01/2001,5.4,4,6.7,,,56,25.2,,1009.9,
11/01/2001,5.1,4.6,5.8,,,60,31.4,,1019.7,
12/01/2001,6,4.8,7.4,,,70,28.5,,1026.5,
13/01/2001,4.7,3,7.9,,,64,18.9,,1032.3,
14/01/2001,4.4,2.2,6.9,,,57,18.9,,1033.6,
15/01/2001,3.1,1.3,4.8,,,74,20.2,,1024.8,
16/01/2001,-0.1,-4.1,3,,,50,7.9,,1022.4,
17/01/2001,1.4,-0.6,4.3,,,56,7.8,,1019.7,
18/01/2001,1.3,-0.7,3.5,,,52,7.9,,1019.1,
19/01/2001,1.6,0.3,2.9,,,257,7.4,,1021.8,
20/01/2001,-0.4,-2.6,2.3,,,,,,,
21/01/2001,3,-0.5,4.8,7.9,,89,10.9,,1014.2,
22/01/2001,7.8,4.4,10.6,4.3,,139,12.7,,999.8,
23/01/2001,9.6,7.3,12.6,4.3,,194,19.1,,989,
24/01/2001,9.5,8.1,11.6,14.7,,222,21.7,,990.2,
25/01/2001,7.1,5.6,8.8,3,,210,15.8,,996.8,
26/01/2001,6.5,2.5,8.9,,,215,12.6,,994.3,
27/01/2001,4.8,2.6,7.7,,,257,15.4,,997.6,
28/01/2001,0.9,-3.6,5.8,,,,5.2,,1005.8,
29/01/2001,2.2,-0.2,4.4,,,,,,,
30/01/2001,3.7,0.4,5.2,,,,10,,1019.7,
31/01/2001,5,2.9,5.7,1.8,,81,9.5,,1023,
01/02/2001,3.4,0.7,6.1,,,212,7.8,,1029,
02/02/2001,6.5,3.4,8.2,5.8,,240,11.3,,1015.4,
03/02/2001,8.1,6.5,10.2,4.8,,254,14.9,,1004.9,
04/02/2001,8.4,5.1,11.2,9.1,,205,13.5,,995.9,
05/02/2001,9.7,8.3,11.7,7.6,,227,17.5,,991.4,
06/02/2001,10.8,8.6,12.7,6.1,,217,25.8,,992.2,
07/02/2001,10.3,9.1,12.8,0.8,,193,16.4,,996,
08/02/2001,6.1,3.5,8.9,18,,20,16.8,,996.8,
09/02/2001,4.4,2,7.1,,,35,9.8,,1018.9,
10/02/2001,7.4,4.9,11,,,164,14.5,,1024.9,
11/02/2001,12.6,10.8,13.5,0.8,,222,23.6,,1025.1,
12/02/2001,10.2,6.3,12.6,,,243,17.6,,1021.8,
13/02/2001,6.8,4.2,10.6,,,42,12.2,,1036.6,
14/02/2001,6.6,3.3,11.4,,,72,12,,1034.1,
15/02/2001,6.3,3.5,11,,,164,7.3,,1031.3,
16/02/2001,5.9,2.9,8.6,,,352,10.3,,1034.1,
17/02/2001,3.1,-1.5,8.2,,,,8.9,,1042.6,
18/02/2001,2.7,-1.2,8.4,,,337,3,,1042.5,
19/02/2001,4.4,1,7.9,,,276,11.1,,1039.5,
20/02/2001,6.4,4,9.4,,,277,10.2,,1035.9,
21/02/2001,9.4,6.4,12,1.5,,268,13.9,,1029.3,
22/02/2001,8.8,7.3,10.3,1.5,,280,16.4,,1020,
