date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
21/11/2013,5.5,3.3,8.3,4.3,,6,17.6,,1004.5,
22/11/2013,5.2,3.3,8.2,0,,3,15.3,,1017.9,
23/11/2013,5.2,2.4,8.1,0,,356,12.4,,1024.4,
24/11/2013,6.6,5.1,8.2,0,,357,12,,1030.7,
25/11/2013,5.6,4,7.5,0,,345,10.1,,1037.7,
26/11/2013,4.8,0.9,8.2,0,,307,7.6,,1038.9,
27/11/2013,8.2,5.8,10.9,0.3,,292,6.2,,1034,
28/11/2013,8.9,8.3,10.3,0,,324,6.4,,1034.7,
29/11/2013,8.5,6.6,10.4,0,,273,17,,1026.9,
30/11/2013,6.1,3.5,9,0.3,,326,12.5,,1027.6,
01/12/2013,5.8,0.8,9.6,0,,322,7,,1033,
02/12/2013,7.8,6.6,9.6,0,,41,6,,1034,
03/12/2013,5.9,5,6.8,0,,332,7.5,,1029.8,
04/12/2013,5.7,2.9,8.8,0,,276,12.4,,1029.4,
05/12/2013,5.4,-0.5,10.6,0,,259,23.3,,1024,
06/12/2013,5.8,1.4,8.8,0.5,,269,14.7,,1027.8,
07/12/2013,7.4,5.5,9.4,0,,252,15.1,,1026.7,
08/12/2013,8.1,4,12,0,,233,16.9,,1025.5,
09/12/2013,7.3,4.3,11.3,0,,206,12.5,,1028.9,
10/12/2013,4.9,0.4,9.3,0.5,,150,7.7,,1031.3,
11/12/2013,2.3,0.7,5.1,0.5,,67,4.6,,1029.5,
12/12/2013,5.3,-1.5,9.5,0,,171,8.8,,1024.8,
13/12/2013,10.2,7.4,12.6,0.3,,192,15.2,,1019.6,
14/12/2013,8,3.5,11.8,2,,211,22.3,,1022.4,
15/12/2013,10.9,8.7,12.5,1.3,,196,22.7,,1019.1,
16/12/2013,11.3,8.3,13.3,8.9,,222,23.5,,1016.6,
17/12/2013,5.8,4.6,7.1,13,,37,7.7,,1021.7,
18/12/2013,8.1,4.9,10.8,2.5,,190,23.1,,1007.7,
19/12/2013,6.7,3.9,9.5,7.9,,221,18.5,,1002.1,
20/12/2013,6.6,2.4,10.9,3.8,,214,22.3,,1018.7,
21/12/2013,10.7,9.2,11.9,2.3,,207,35,,1012.5,
22/12/2013,8.2,5.2,10.1,6.6,,225,23.8,,1009.8,
23/12/2013,9.1,4.4,11.7,0,,189,30.9,,998.3,
24/12/2013,8.4,5.3,11.3,26.9,,202,26.3,,979.5,
25/12/2013,4.6,3.5,7,5.8,,176,13.3,,984.6,
26/12/2013,3.9,1.9,7.5,1.8,,214,11.9,,995.1,
27/12/2013,9.5,4.4,11,2.3,,210,33.5,,986.7,
28/12/2013,5.8,2.6,8.5,0,,230,14.4,,997.5,
29/12/2013,4.1,-0.3,7.7,0,,232,13.4,,1014.9,
30/12/2013,8.7,5.9,10.5,0.3,,194,27.6,,1010.7,
31/12/2013,8.1,5.9,10.7,5.6,,178,20.3,,1004.1,
01/01/2014,9.1,5.6,11.1,5.3,,177,27.7,,993,
02/01/2014,9,6.3,11.1,13.7,,208,20.2,,993.3,
03/01/2014,8.9,5.9,10.5,2.5,,210,30,,994.4,
04/01/2014,7.6,4,9.5,7.6,,204,21.2,,993.6,
05/01/2014,5.8,0.7,12.4,9.9,,194,18.4,,999.9,
06/01/2014,11.3,8.4,12.4,8.9,,209,33.5,,994.5,
07/01/2014,10.6,8.9,11.7,10.2,,213,28.2,,1003,
08/01/2014,9.5,6.7,11.4,5.3,,192,17.2,,1012.1,
09/01/2014,8.9,4.9,11.9,3.6,,242,25,,1006.4,
10/01/2014,6.4,2.3,10.9,0,,211,14.8,,1014.3,
11/01/2014,6.7,1.2,9.2,1.8,,265,12.6,,1018.6,
12/01/2014,3.7,-0.9,9.5,0,,118,13,,1016.5,
13/01/2014,6.9,5.6,9.7,2.3,,197,17.1,,1004.9,
14/01/2014,4.5,0.8,7.2,5.1,,242,12.7,,1004.3,
15/01/2014,9.6,5.1,11.3,4.6,,187,17,,998.4,
16/01/2014,8.4,6.8,10.6,2.8,,179,18.9,,990.4,
17/01/2014,7.3,6.6,9.2,10.9,,183,18.5,,990.6,
18/01/2014,8.6,6.1,10.7,7.1,,136,18.6,,991.4,
19/01/2014,6.7,4.2,8.5,0.8,,190,12.8,,995.5,
20/01/2014,4.8,0.6,8.9,0,,14,3.7,,1007.7,
21/01/2014,4.6,1,8.7,0.3,,162,11.3,,1010,
22/01/2014,7.8,5.9,10.7,8.6,,211,12.6,,1006.7,
23/01/2014,5.4,2.2,8.7,0.3,,261,14.9,,1012.6,
24/01/2014,5.5,1.7,8.2,1.5,,161,12.3,,1013.9,
25/01/2014,8.2,5.7,12.3,5.6,,232,18.3,,1012.6,
26/01/2014,5.8,2.5,9.5,1.8,,228,21.5,,1002.1,
27/01/2014,4.8,2,8,5.1,,224,22.8,,989.9,
28/01/2014,6.6,4.5,10.1,1.8,,168,19,,985.1,
29/01/2014,4.5,3.6,5.3,1.5,,86,15.4,,994,
30/01/2014,4.6,3.4,6,19.1,,24,9.3,,1001.8,
31/01/2014,5.1,1.7,9.2,0.3,,160,18.7,,998.4,
01/02/2014,7.6,4.8,9.5,19.8,,212,28.2,,990,
02/02/2014,7.5,5.7,10.2,0,,211,21.9,,1005.3,
03/02/2014,6.2,3.4,8.8,0,,130,20.5,,1003.7,
04/02/2014,6.8,4.5,9.4,0,,169,23.9,,996.7,
05/02/2014,8.3,5.5,10.1,11.2,,182,35.7,,981.9,
06/02/2014,7.9,5.7,10,1.5,,185,22.5,,989.8,
07/02/2014,7.8,3.8,9.5,19.1,,221,22.4,,988.8,
08/02/2014,7.9,6.9,9.8,5.8,,199,33.7,,979,
09/02/2014,6.8,4.4,8.5,2.3,,222,33.5,,984.7,
10/02/2014,5.4,3.2,8.6,0,,208,12.2,,993,
11/02/2014,5.4,2,8.7,1.5,,218,22.9,,996.6,
12/02/2014,6.2,2.6,9.3,2.3,,204,30.1,,994.1,
13/02/2014,5.7,3.8,8.6,8.1,,229,25,,992.5,
14/02/2014,6.9,3.5,12.3,0,,174,29.7,,990,
15/02/2014,8.7,5.5,11,10.2,,231,42.4,,988.6,
16/02/2014,6.2,2.4,10.7,0.5,,227,14.8,,1006.8,
17/02/2014,7.6,2.7,10.2,0,,160,17.6,,1007.7,
18/02/2014,8.3,5.8,11.1,2.3,,194,13.9,,1008.7,
19/02/2014,7.4,4.3,10,5.8,,217,13.2,,1011.5,
20/02/2014,9.8,6.5,13.5,0,,210,20.8,,1001.5,
21/02/2014,6.7,3.4,10.9,1.5,,229,22.5,,1003.5,
22/02/2014,8.1,4.6,10.9,0,,222,22.2,,1009.1,
23/02/2014,10.6,7.5,12.5,0,,189,27.5,,1010.3,
24/02/2014,10.2,6.8,14.9,0,,171,18.9,,1005,
25/02/2014,8.7,6.4,11.1,3.3,,192,21.1,,1000.5,
26/02/2014,7.2,2.9,11.3,2.5,,218,16.5,,1012.7,
27/02/2014,7.6,3.9,12,1.8,,218,21.7,,1007,
28/02/2014,5.2,1.8,8.4,3.3,,55,14.8,,998.9,
